,adjective,type,count,source,Lead_Bi,Lead_Tri,COCA_Bigram,COCA_Trigram,Cos_AvgDist_TOT,prop2,penalr2,tfidf,tfidf_z,Lead_gram_meanz2,COCA_gram_meanz2,Cos_AvgDist_TOT_z2,Cos_Rank4,COCA_Rank4,Lead_Rank4,tfidf_Rank4,Avg_Rank_OptC2
209,fraudulent,lemma,1,1,0,0,4,0,0.144523624,176.3018692,2.246256917,2.246256917,-0.375134997,-0.154687532,-0.19599297,0.180297158,1391,935,767,209,825.5
454,avoidable,lemma,1,1,1,0,1,0,0.11270432,751.5657371,2.875966973,2.875966973,-0.370713142,-0.132395111,-0.203555578,-0.303243792,816,298.5,1731.5,454.5,825.125
255,inconvenient,lemma,1,1,0,0,19,0,0.089804416,209.6033333,2.321398185,2.321398185,-0.374607352,-0.154687532,-0.158179929,-0.651241375,505,1765,767,255,823
1298,introductory,lemma,5,2,0,0,1,0,0.120544933,127.5476673,2.10567252,10.5283626,-0.316977636,-0.154687532,-0.203555578,-0.184094191,928,298.5,767,1298.5,823
104,pathetic,lemma,1,1,0,0,11,0,0.120686634,87.98647388,1.944415913,1.944415913,-0.37725454,-0.154687532,-0.178346884,-0.181940836,932,1476.5,767,104,819.875
574,low-achieving,token,1,1,0,0,21,0,-0.027646864,2902.2,3.462727338,3.462727338,-0.366592881,-0.154687532,-0.15313819,-2.436085659,126,1810.5,767,574,819.375
47,hopeful,lemma,1,1,0,0,7,0,0.135735291,40.99152542,1.61269408,1.61269408,-0.379583907,-0.154687532,-0.188430362,0.046745562,1224,1239,767,47,819.25
343,commemorative,lemma,1,1,0,0,3,0,0.144668769,346.7702206,2.540041795,2.540041795,-0.373072025,-0.154687532,-0.198513839,0.182502855,1394,772.5,767,343,819.125
771,reputable,lemma,2,1,0,0,4,0,0.111728668,231.4638037,2.364483086,4.728966171,-0.357701288,-0.154687532,-0.19599297,-0.318070244,802,935,767,771,818.75
981,perinatal,lemma,2,1,1,0,0,0,0.089703144,1626.232759,3.211182705,6.42236541,-0.345810154,-0.132395111,-0.206076447,-0.652780357,502,59.5,1731.5,981,818.5
571,confessional,lemma,1,1,0,0,4,0,0.125047453,2815.567164,3.449565892,3.449565892,-0.366685301,-0.154687532,-0.19599297,-0.115671803,1001,935,767,571,818.5
774,orbital,lemma,2,1,0,0,3,0,0.122946941,241.85,2.383546092,4.767092183,-0.357433566,-0.154687532,-0.198513839,-0.147592152,960,772.5,767,774,818.375
601,sport-related,token,1,1,1,0,4,0,-0.09672385,3849.857143,3.585444614,3.585444614,-0.365731154,-0.132395111,-0.19599297,-3.485811673,5,935,1731.5,601,818.125
1429,nonprofessional,lemma,4,2,1,0,0,0,-0.066422501,2245.75,3.351361408,13.40544563,-0.296774615,-0.132395111,-0.206076447,-3.025338269,45,59.5,1731.5,1429,816.25
892,drug-free,lemma,2,1,0,0,6,0,0.084318073,709.1842105,2.850759058,5.701518116,-0.35087198,-0.154687532,-0.190951231,-0.734614404,441,1161.5,767,892,815.375
2106,labor-management,lemma,17,2,0,0,1,0,-0.049462578,2549.22973,3.406408975,57.90895257,0.015731242,-0.154687532,-0.203555578,-2.767607404,89,298.5,767,2106,815.125
908,ill-defined,lemma,2,2,1,0,1,0,0.070196773,827.3815789,2.917705847,5.835411695,-0.349931773,-0.132395111,-0.203555578,-0.949208248,320,298.5,1731.5,908.5,814.625
2009,month-to-month,lemma,13,1,0,0,1,0,0.041495523,2902.2,3.462727338,45.01545539,-0.074807542,-0.154687532,-0.203555578,-1.38536578,183,298.5,767,2009,814.375
1061,preparatory,lemma,3,2,0,0,3,0,0.102934564,235.80375,2.372550707,7.117652122,-0.340927816,-0.154687532,-0.198513839,-0.451709539,657,772.5,767,1061,814.375
1051,reactive,lemma,3,1,0,0,2,0,0.116053887,223.5106635,2.349298248,7.047894743,-0.341417656,-0.154687532,-0.201034709,-0.252342206,859,580,767,1051,814.25
335,bisexual,lemma,1,1,0,0,7,0,0.119679281,337.4651163,2.528228887,2.528228887,-0.373154976,-0.154687532,-0.188430362,-0.197249035,914,1239,767,335,813.75
93,bare,lemma,1,1,0,0,3,0,0.156118241,76.91342756,1.886002166,1.886002166,-0.377664724,-0.154687532,-0.198513839,0.356494353,1622,772.5,767,93,813.625
232,conclusive,lemma,1,1,0,0,4,0,0.140422662,193.6786448,2.287081738,2.287081738,-0.374848323,-0.154687532,-0.19599297,0.117977033,1319,935,767,232,813.25
1223,complimentary,lemma,4,2,0,0,1,0,0.123143542,214.6109215,2.331651819,9.326607277,-0.325416422,-0.154687532,-0.203555578,-0.144604509,964,298.5,767,1223,813.125
303,engineered,lemma,1,1,0,0,3,0,0.145218906,280.3016345,2.44762563,2.44762563,-0.373720976,-0.154687532,-0.198513839,0.190862981,1410,772.5,767,303,813.125
1142,case-based,token,2,1,2,0,0,0,-0.069518981,11096.64706,4.045191773,8.090383546,-0.334097247,-0.11010269,-0.206076447,-3.072393831,38,59.5,2009,1142,812.125
467,twofold,lemma,1,1,0,0,9,0,0.10114,865.3348624,2.937184201,2.937184201,-0.370283271,-0.154687532,-0.183388623,-0.478980578,640,1372.5,767,466.5,811.5
1347,short-staffed,lemma,3,1,1,0,0,0,-0.041392138,6288.1,3.79851944,11.39555832,-0.310888144,-0.132395111,-0.206076447,-2.644965231,105,59.5,1731.5,1347,810.75
1515,foundational,lemma,6,2,0,0,1,0,0.103302391,346.7702206,2.540041795,15.24025077,-0.283890521,-0.154687532,-0.203555578,-0.44611988,662,298.5,767,1515,810.625
145,serene,lemma,1,1,0,0,6,0,0.133125462,125.6782145,2.099260002,2.099260002,-0.376167217,-0.154687532,-0.190951231,0.007085391,1165,1161.5,767,145,809.625
700,residual,lemma,2,1,0,0,3,0,0.124963043,131.7339385,2.119697676,4.239395353,-0.361139079,-0.154687532,-0.198513839,-0.116954529,998,772.5,767,700,809.375
1092,group-oriented,token,2,1,1,0,1,0,-0.034621538,5389.8,3.73157265,7.4631453,-0.338501746,-0.132395111,-0.203555578,-2.542076049,115,298.5,1731.5,1092,809.25
758,self-sufficient,lemma,2,1,0,0,7,0,0.08746354,205.7175573,2.313271359,4.626542717,-0.358420511,-0.154687532,-0.188430362,-0.686814423,473,1239,767,758,809.25
382,harmonic,lemma,1,1,0,0,6,0,0.120050385,436.6736111,2.640156948,2.640156948,-0.372369012,-0.154687532,-0.190951231,-0.191609572,922,1161.5,767,383,808.375
742,workable,lemma,2,1,0,0,4,0,0.111018599,192.4928571,2.284414619,4.568829237,-0.358825778,-0.154687532,-0.19599297,-0.328860791,786,935,767,742,807.5
263,gravitational,lemma,1,1,0,0,5,0,0.131501801,225.6495215,2.353434417,2.353434417,-0.374382392,-0.154687532,-0.1934721,-0.017588526,1131,1060.5,767,263.5,805.5
701,cosmetic,lemma,2,1,0,0,3,0,0.124111933,131.9181818,2.120304657,4.240609314,-0.361130555,-0.154687532,-0.198513839,-0.129888389,981,772.5,767,701,805.375
853,life-saving,lemma,2,2,0,0,8,0,0.067519302,518.25,2.714539311,5.429078622,-0.352785064,-0.154687532,-0.185909492,-0.989896334,296,1305,767,853,805.25
266,medicinal,lemma,1,1,0,0,4,0,0.137524015,227.8297101,2.357610358,2.357610358,-0.374353068,-0.154687532,-0.19599297,0.073927839,1252,935,767,266,805
849,fungal,lemma,2,1,0,0,7,0,0.076326419,482.4629156,2.683463937,5.366927874,-0.353221489,-0.154687532,-0.188430362,-0.856059284,364,1239,767,849,804.75
210,inflammatory,lemma,1,1,0,0,3,0,0.147687365,176.6320225,2.247069442,2.247069442,-0.375129292,-0.154687532,-0.198513839,0.228374837,1468,772.5,767,210,804.375
894,refined,lemma,3,1,0,0,3,0,0.110594726,81.6990039,1.912216761,5.736650284,-0.35062528,-0.154687532,-0.198513839,-0.335302156,781,772.5,767,894,803.625
440,non-native,lemma,1,1,1,0,3,0,0.062101164,671.3274021,2.826934375,2.826934375,-0.371057451,-0.132395111,-0.198513839,-1.072232884,269,772.5,1731.5,440,803.25
1196,proportional,lemma,4,1,0,0,1,0,0.122109464,175.8089469,2.245040972,8.98016389,-0.327849165,-0.154687532,-0.203555578,-0.16031884,948,298.5,767,1196,802.375
20,wild,lemma,1,1,0,0,5,0,0.14336588,20.85259493,1.319160107,1.319160107,-0.381645118,-0.154687532,-0.1934721,0.162703539,1362,1060.5,767,20,802.375
143,troublesome,lemma,1,1,0,0,13,0,0.107203112,124.1889401,2.094082921,2.094082921,-0.376203571,-0.154687532,-0.173305145,-0.386842697,719,1577.5,767,143,801.625
270,healthful,lemma,1,1,0,0,14,0,0.0936555,233.1804697,2.367692173,2.367692173,-0.374282273,-0.154687532,-0.170784276,-0.592718514,544,1620,767,270,800.25
1189,insensitive,lemma,4,3,0,0,1,0,0.121473645,172.1195255,2.23583014,8.943320561,-0.328107881,-0.154687532,-0.203555578,-0.169981037,941,298.5,767,1189,798.875
1999,care-giving,lemma,11,2,0,0,1,0,-0.027422724,8574.681818,3.933218014,43.26539815,-0.087096531,-0.154687532,-0.203555578,-2.432679529,127,298.5,767,1999,797.875
1686,reusable,lemma,8,1,0,0,1,0,0.084214294,437.6867749,2.641163424,21.12930739,-0.24253727,-0.154687532,-0.203555578,-0.736191475,439,298.5,767,1686,797.625
1220,idiosyncratic,lemma,4,1,0,0,2,0,0.100101365,207.0724479,2.316122317,9.26448927,-0.325852618,-0.154687532,-0.201034709,-0.494764147,624,580,767,1219.5,797.625
856,distinguishable,lemma,2,1,0,0,3,0,0.111404237,525.4679666,2.720546246,5.441092492,-0.352700702,-0.154687532,-0.198513839,-0.323000446,794,772.5,767,856,797.375
349,delinquent,lemma,1,1,0,0,3,0,0.139565816,367.0097276,2.564677575,2.564677575,-0.372899032,-0.154687532,-0.198513839,0.104955998,1301,772.5,767,349,797.375
997,prognostic,lemma,2,1,0,0,7,0,0.042118729,1985.715789,3.297917089,6.595834178,-0.344592048,-0.154687532,-0.188430362,-1.375895252,184,1239,767,997,796.75
125,luxurious,lemma,1,1,0,0,14,0,0.104324453,103.9355372,2.016764065,2.016764065,-0.376746508,-0.154687532,-0.170784276,-0.43058814,674,1620,767,125,796.5
252,negotiated,lemma,1,1,0,0,1,0,0.168937028,208.4453039,2.318992115,2.318992115,-0.374624247,-0.154687532,-0.203555578,0.5512946,1861,298.5,767,252.5,794.75
689,overt,lemma,2,2,0,0,8,0,0.081734503,116.5902349,2.066662177,4.133324354,-0.361883915,-0.154687532,-0.185909492,-0.773875525,416,1305,767,689,794.25
114,rear,lemma,1,1,0,0,8,0,0.1244647,93.87559094,1.972552684,1.972552684,-0.377056962,-0.154687532,-0.185909492,-0.124527588,990,1305,767,114,794
665,indifferent,lemma,2,1,0,0,4,0,0.112205082,95.61226559,1.980513609,3.961027218,-0.363093794,-0.154687532,-0.19599297,-0.310830439,806,935,767,665,793.25
1112,prohibitive,lemma,3,1,0,0,3,0,0.091247537,371.3444882,2.569776982,7.709330946,-0.336773018,-0.154687532,-0.198513839,-0.629311034,518,772.5,767,1112,792.375
874,restorative,lemma,2,1,0,0,6,0,0.076371588,584.0340557,2.766438172,5.532876344,-0.352056191,-0.154687532,-0.190951231,-0.855372881,365,1161.5,767,874,791.875
561,topological,lemma,1,1,0,0,8,0,0.093051374,2549.22973,3.406408975,3.406408975,-0.366988351,-0.154687532,-0.185909492,-0.601899093,534,1305,767,561,791.75
847,fragmentary,lemma,2,1,0,0,5,0,0.089454131,475.1712846,2.676850188,5.353700375,-0.353314374,-0.154687532,-0.1934721,-0.656564472,492,1060.5,767,847,791.625
173,improbable,lemma,1,1,0,0,11,0,0.10880747,143.7827744,2.157706859,2.157706859,-0.3757568,-0.154687532,-0.178346884,-0.362462139,748,1476.5,767,173.5,791.25
811,unsolicited,lemma,2,2,0,0,2,0,0.12571356,339.8972973,2.531347711,5.062695423,-0.355357825,-0.154687532,-0.201034709,-0.10554932,1007,580,767,811,791.25
861,exploitative,lemma,2,1,0,0,2,0,0.122553299,548.380814,2.739082252,5.478164504,-0.35244038,-0.154687532,-0.201034709,-0.153574128,956,580,767,861.5,791.125
1047,goal-directed,token,2,1,2,0,0,0,-0.063408255,3197.338983,3.504788683,7.009577366,-0.341686722,-0.11010269,-0.206076447,-2.979532396,48,59.5,2009,1046.5,790.75
764,unparalleled,lemma,2,1,0,0,4,0,0.10560958,224.0415677,2.350328603,4.700657206,-0.357900075,-0.154687532,-0.19599297,-0.411058749,695,935,767,764,790.25
243,fast-growing,lemma,1,1,0,0,19,0,0.078125205,200.8977636,2.302975102,2.302975102,-0.374736719,-0.154687532,-0.158179929,-0.828724105,384,1765,767,244,790
495,associative,lemma,1,1,0,0,3,0,0.131034115,1116.230769,3.04775399,3.04775399,-0.369506845,-0.154687532,-0.198513839,-0.024695694,1120,772.5,767,495,788.625
1107,male-male,token,2,1,1,0,1,0,-0.083691642,6737.25,3.828482663,7.656965326,-0.337140732,-0.132395111,-0.203555578,-3.28776818,15,298.5,1731.5,1107,788
651,rainy,lemma,2,1,0,0,3,0,0.122868789,87.53735499,1.94219342,3.88438684,-0.363631967,-0.154687532,-0.198513839,-0.148779783,959,772.5,767,651,787.375
199,exhausting,lemma,1,1,0,0,6,0,0.126212519,166.2052863,2.220644833,2.220644833,-0.375314847,-0.154687532,-0.190951231,-0.097966919,1018,1161.5,767,199,786.375
858,forward-looking,lemma,2,2,0,0,5,0,0.085926329,528.4117647,2.722972478,5.445944957,-0.352666628,-0.154687532,-0.1934721,-0.710174596,459,1060.5,767,858,786.125
862,lifesaving,lemma,2,1,0,0,4,0,0.096406305,548.380814,2.739082252,5.478164504,-0.35244038,-0.154687532,-0.19599297,-0.550916009,579,935,767,861.5,785.625
1213,gender-based,token,3,1,0,0,4,0,0.054172532,1186.433962,3.07424357,9.22273071,-0.326145849,-0.154687532,-0.19599297,-1.192720059,222,935,767,1213,784.25
378,pelvic,lemma,1,1,0,0,9,0,0.099772372,428.7340909,2.632188018,2.632188018,-0.37242497,-0.154687532,-0.183388623,-0.499763689,620,1372.5,767,377.5,784.25
1555,stochastic,lemma,5,1,0,0,1,0,0.090593484,2119.58427,3.326250688,16.63125344,-0.274122831,-0.154687532,-0.203555578,-0.639250328,514,298.5,767,1555,783.625
891,topographic,lemma,2,1,0,0,3,0,0.106004769,706.5280899,2.849129433,5.698258866,-0.350894867,-0.154687532,-0.198513839,-0.405053274,703,772.5,767,891,783.375
770,electromagnetic,lemma,2,1,0,0,3,0,0.113274094,231.1801471,2.363950536,4.727901071,-0.357708768,-0.154687532,-0.198513839,-0.294585235,821,772.5,767,770,782.625
71,fat,lemma,1,1,0,0,6,0,0.131343693,59.30926431,1.773122537,1.773122537,-0.378457371,-0.154687532,-0.190951231,-0.019991202,1128,1161.5,767,71,781.875
1136,expendable,lemma,3,1,0,0,2,0,0.101446397,452.381295,2.655504639,7.966513918,-0.334967066,-0.154687532,-0.201034709,-0.474324422,644,580,767,1136,781.75
801,weighted,lemma,2,1,0,0,5,0,0.089597823,311.2920792,2.49316807,4.98633614,-0.355894024,-0.154687532,-0.1934721,-0.654380855,498,1060.5,767,801,781.625
1248,northeastern,lemma,5,1,0,0,1,0,0.112510473,88.85680641,1.9486907,9.743453501,-0.322489307,-0.154687532,-0.203555578,-0.306189578,812,298.5,767,1248,781.375
1290,empathetic,lemma,4,2,0,0,3,0,0.067403419,393.00625,2.594399457,10.37759783,-0.318036314,-0.154687532,-0.198513839,-0.991657345,295,772.5,767,1290,781.125
1384,symmetric,lemma,4,1,0,0,1,0,0.104373165,1186.433962,3.07424357,12.29697428,-0.304558356,-0.154687532,-0.203555578,-0.429847891,675,298.5,767,1384,781.125
878,unimpeded,lemma,2,1,0,0,3,0,0.106232849,595.0883281,2.774581432,5.549162864,-0.351941826,-0.154687532,-0.198513839,-0.401587275,706,772.5,767,878,780.875
732,insulting,lemma,2,1,0,0,1,0,0.140411342,175.4818605,2.24423223,4.48846446,-0.359390104,-0.154687532,-0.203555578,0.117805009,1318,298.5,767,732,778.875
218,deceptive,lemma,1,1,0,0,2,0,0.151925838,182.6166505,2.261540373,2.261540373,-0.375027676,-0.154687532,-0.201034709,0.292784647,1544,580,767,218,777.25
55,fake,lemma,1,1,0,0,3,0,0.149908368,47.64915383,1.678055193,1.678055193,-0.379124938,-0.154687532,-0.198513839,0.262126225,1511,772.5,767,55,776.375
728,lazy,lemma,2,1,0,0,3,0,0.114896612,173.0669725,2.238214196,4.476428393,-0.359474621,-0.154687532,-0.198513839,-0.2699287,837,772.5,767,728,776.125
1274,computer-generated,lemma,4,4,0,0,3,0,0.065849849,338.0698925,2.529006495,10.11602598,-0.319873084,-0.154687532,-0.198513839,-1.015266127,290,772.5,767,1274,775.875
830,epistemological,lemma,2,1,0,0,5,0,0.084955078,396.3088235,2.598033742,5.196067483,-0.35442128,-0.154687532,-0.1934721,-0.724934171,446,1060.5,767,830,775.875
278,nontraditional,lemma,1,1,0,0,9,0,0.104941395,240.9233716,2.381878932,2.381878932,-0.374182653,-0.154687532,-0.183388623,-0.421212805,684,1372.5,767,277.5,775.25
236,impersonal,lemma,1,1,0,0,12,0,0.095623716,197.1191223,2.294728757,2.294728757,-0.374794626,-0.154687532,-0.175826015,-0.562808592,569,1527.5,767,236,774.875
126,auburn,lemma,1,1,0,0,5,0,0.132395442,106.0984252,2.025708938,2.025708938,-0.376683696,-0.154687532,-0.1934721,-0.004008343,1145,1060.5,767,126,774.625
797,consensual,lemma,2,2,0,0,1,0,0.136443894,301.8288,2.479760677,4.959521354,-0.356082318,-0.154687532,-0.203555578,0.057513816,1236,298.5,767,797,774.625
1437,toxicological,lemma,4,3,0,0,2,0,0.069673071,2482.144737,3.394827102,13.57930841,-0.295553742,-0.154687532,-0.201034709,-0.957166655,314,580,767,1437,774.5
299,well-defined,lemma,1,1,0,0,10,0,0.098716979,267.1997167,2.426835993,2.426835993,-0.373866962,-0.154687532,-0.180867754,-0.515801931,603,1429,767,298,774.25
1293,process-oriented,token,3,1,1,0,0,0,-0.08955341,2947.546875,3.46946072,10.40838216,-0.317820145,-0.132395111,-0.206076447,-3.376846333,12,59.5,1731.5,1293,774
1605,discipline-specific,token,5,1,0,0,2,0,-0.014173776,4287.340909,3.632188018,18.16094009,-0.263381294,-0.154687532,-0.201034709,-2.231342342,140,580,767,1605,773
1019,non-competitive,lemma,2,1,0,0,5,0,0.057838008,2515.24,3.400579431,6.801158862,-0.343150248,-0.154687532,-0.1934721,-1.137017778,243,1060.5,767,1019.5,772.5
1254,anti-competitive,lemma,3,2,0,0,1,0,0.109885118,1905.484848,3.2800055,9.840016499,-0.321811237,-0.154687532,-0.203555578,-0.346085692,765,298.5,767,1254,771.125
765,compulsive,lemma,2,2,0,0,2,0,0.123597398,224.575,2.351361408,4.702722817,-0.357885571,-0.154687532,-0.201034709,-0.137707511,972,580,767,765,771
810,frail,lemma,2,1,0,0,3,0,0.107985855,338.2719665,2.529266008,5.058532016,-0.355387061,-0.154687532,-0.198513839,-0.374947777,733,772.5,767,810,770.625
1787,well-qualified,lemma,8,1,0,0,1,0,0.055539006,1714.936364,3.234248009,25.87398407,-0.209219913,-0.154687532,-0.203555578,-1.171954493,229,298.5,767,1787,770.375
557,cartographic,lemma,1,1,0,0,2,0,0.133442304,2482.144737,3.394827102,3.394827102,-0.36706968,-0.154687532,-0.201034709,0.011900268,1171,580,767,557,768.75
1375,rotary,lemma,5,1,0,0,1,0,0.100116967,260.1972414,2.415302688,12.07651344,-0.306106443,-0.154687532,-0.203555578,-0.494527061,625,298.5,767,1375,766.375
337,sloppy,lemma,1,1,0,0,8,0,0.10218293,338.6768402,2.529785499,2.529785499,-0.373144045,-0.154687532,-0.185909492,-0.463131721,652,1305,767,336.5,765.125
1038,asymptotic,lemma,2,1,0,0,1,0,0.122638869,2947.546875,3.46946072,6.938921441,-0.342182872,-0.154687532,-0.203555578,-0.152273754,957,298.5,767,1038,765.125
1021,clear-cut,lemma,3,2,0,0,2,0,0.105162586,186.5905045,2.270889539,6.812668616,-0.343069425,-0.154687532,-0.201034709,-0.417851477,689,580,767,1021,764.25
669,unfinished,lemma,2,1,0,0,1,0,0.140514162,98.09828393,1.99166141,3.98332282,-0.362937233,-0.154687532,-0.203555578,0.119367514,1322,298.5,767,669,764.125
455,reputed,lemma,1,1,0,0,6,0,0.104273086,751.5657371,2.875966973,2.875966973,-0.370713142,-0.154687532,-0.190951231,-0.431368733,673,1161.5,767,454.5,764
139,eclectic,lemma,1,1,0,0,4,0,0.13541627,118.6433962,2.07424357,2.07424357,-0.376342884,-0.154687532,-0.19599297,0.041897575,1215,935,767,139,764
314,atypical,lemma,1,1,0,0,3,0,0.134646288,298.9587956,2.475611335,2.475611335,-0.373524459,-0.154687532,-0.198513839,0.03019656,1201,772.5,767,314.5,763.75
544,nutrient,lemma,1,1,0,0,6,0,0.096611505,2006.840426,3.302512841,3.302512841,-0.367717915,-0.154687532,-0.190951231,-0.547797693,581,1161.5,767,544,763.375
152,disadvantaged,lemma,1,1,0,0,1,0,0.167832059,128.2413324,2.108028022,2.108028022,-0.376105648,-0.154687532,-0.203555578,0.53450298,1836,298.5,767,152,763.375
1742,uploaded,token,6,1,0,0,1,0,0.058368566,8574.681818,3.933218014,23.59930808,-0.225192802,-0.154687532,-0.203555578,-1.128955173,245,298.5,767,1742,763.125
301,unlawful,lemma,1,1,0,0,1,0,0.159099725,269.8755365,2.431163519,2.431163519,-0.373836574,-0.154687532,-0.203555578,0.401802374,1684,298.5,767,301,762.625
223,immature,lemma,1,1,1,0,0,0,0.126951131,188.4545455,2.275206617,2.275206617,-0.374931711,-0.132395111,-0.206076447,-0.086742614,1034,59.5,1731.5,223,762
1634,gendered,token,7,1,0,0,1,0,0.07422477,553.2052786,2.742886315,19.20020421,-0.25608353,-0.154687532,-0.203555578,-0.88799693,347,298.5,767,1634,761.625
1106,energy-efficient,lemma,3,2,0,0,2,0,0.097747475,353.2640449,2.548099437,7.644298312,-0.33722968,-0.154687532,-0.201034709,-0.530534954,592,580,767,1106,761.25
1151,ceramic,lemma,4,2,0,0,1,0,0.114124977,113.1631674,2.053705095,8.214820378,-0.333223446,-0.154687532,-0.203555578,-0.281654828,828,298.5,767,1151,761.125
883,unconfirmed,lemma,2,1,0,0,4,0,0.085917931,620.5361842,2.792767111,5.585534222,-0.351686425,-0.154687532,-0.19599297,-0.710302217,458,935,767,883.5,760.875
470,risk-free,lemma,1,1,0,0,11,0,0.071462418,894.042654,2.951358239,2.951358239,-0.370183741,-0.154687532,-0.178346884,-0.929974915,328,1476.5,767,470,760.375
1174,pre-training,token,2,1,1,0,0,0,-0.055606756,18864.3,4.275640694,8.551281389,-0.330860799,-0.132395111,-0.206076447,-2.860977182,73,59.5,1731.5,1174,759.5
183,alcoholic,lemma,1,1,0,0,5,0,0.126471849,153.6180782,2.186442328,2.186442328,-0.375555018,-0.154687532,-0.1934721,-0.09402601,1023,1060.5,767,183,758.375
1933,evidenced-based,token,9,2,0,0,1,0,-0.07242096,10480.16667,4.020368189,36.1833137,-0.136827283,-0.154687532,-0.203555578,-3.116493646,32,298.5,767,1933,757.625
1276,fact-based,lemma,3,1,0,0,2,0,0.080778027,2387.886076,3.378013603,10.13404081,-0.319746583,-0.154687532,-0.201034709,-0.788410589,407,580,767,1276,757.5
817,irate,lemma,2,1,0,0,4,0,0.09003046,349.3388889,2.543246935,5.086493869,-0.355190711,-0.154687532,-0.19599297,-0.647806304,510,935,767,816.5,757.125
216,enigmatic,lemma,1,1,0,0,5,0,0.123973851,180.6925287,2.256940196,2.256940196,-0.375059979,-0.154687532,-0.1934721,-0.131986746,980,1060.5,767,216,755.875
779,three-month,lemma,2,1,0,0,4,0,0.093426177,252.5341365,2.402320093,4.804640185,-0.357169902,-0.154687532,-0.19599297,-0.596203416,542,935,767,778.5,755.625
108,high-speed,lemma,1,1,0,0,10,0,0.106970128,90.73737374,1.957786205,1.957786205,-0.377160653,-0.154687532,-0.180867754,-0.390383242,718,1429,767,108,755.5
526,semiannual,lemma,1,1,0,0,3,0,0.122386721,1598.669492,3.203758687,3.203758687,-0.368411372,-0.154687532,-0.198513839,-0.156105514,955,772.5,767,526.5,755.25
74,vicious,lemma,1,1,0,0,4,0,0.137090776,60.65691318,1.782880305,1.782880305,-0.378388851,-0.154687532,-0.19599297,0.067344143,1245,935,767,74,755.25
181,unilateral,lemma,1,1,0,0,3,0,0.139493287,150.4330144,2.177343158,2.177343158,-0.375618913,-0.154687532,-0.198513839,0.103853809,1300,772.5,767,181,755.125
1020,postural,lemma,2,1,1,0,0,0,0.049668541,2515.24,3.400579431,6.801158862,-0.343150248,-0.132395111,-0.206076447,-1.261164807,207,59.5,1731.5,1019.5,754.375
295,methodical,lemma,1,1,0,0,2,0,0.144042299,264.5764376,2.422551165,2.422551165,-0.37389705,-0.154687532,-0.201034709,0.172982721,1375,580,767,295,754.25
913,interpretative,lemma,2,1,0,0,5,0,0.062546067,865.3348624,2.937184201,5.874368402,-0.349658217,-0.154687532,-0.1934721,-1.065471932,272,1060.5,767,913,753.125
917,generative,lemma,2,1,0,0,4,0,0.078944299,885.6478873,2.947261091,5.894522182,-0.349516696,-0.154687532,-0.19599297,-0.816276768,393,935,767,917,753
415,all-encompassing,lemma,1,1,0,0,3,0,0.127803101,531.3887324,2.725412341,2.725412341,-0.371770344,-0.154687532,-0.198513839,-0.073795681,1053,772.5,767,415,751.875
365,lesser-known,lemma,1,1,1,0,2,0,0.071945837,405.683871,2.608187742,2.608187742,-0.372593501,-0.132395111,-0.201034709,-0.922628656,330,580,1731.5,365,751.625
1040,wasteful,lemma,3,1,0,0,1,0,0.11851903,208.4453039,2.318992115,6.956976346,-0.342056089,-0.154687532,-0.203555578,-0.214880749,895,298.5,767,1040,750.125
904,binocular,lemma,2,2,0,0,3,0,0.094492703,792.6176471,2.899063737,5.798127475,-0.350193584,-0.154687532,-0.198513839,-0.579995994,554,772.5,767,904,749.375
804,labor-intensive,lemma,2,1,0,0,6,0,0.060456627,315.4565217,2.49893951,4.997879021,-0.355812969,-0.154687532,-0.190951231,-1.097224034,259,1161.5,767,804,747.875
36,stunning,lemma,1,1,0,0,12,0,0.102510823,36.24961568,1.559303407,1.559303407,-0.379958819,-0.154687532,-0.175826015,-0.458148915,655,1527.5,767,36,746.375
1059,outcome-based,token,2,2,1,0,0,0,-0.021359433,3559.301887,3.551364825,7.10272965,-0.341032602,-0.132395111,-0.206076447,-2.340538929,135,59.5,1731.5,1059,746.25
800,open-minded,lemma,2,1,1,0,1,0,0.014988588,309.7586207,2.491023402,4.982046804,-0.355924144,-0.132395111,-0.203555578,-1.788177506,154,298.5,1731.5,800,746
172,tidal,lemma,1,1,0,0,8,0,0.10853319,143.6732673,2.157375968,2.157375968,-0.375759124,-0.154687532,-0.185909492,-0.366630218,740,1305,767,172,746
3,customer-oriented,lemma,3,2,2,1,1,0,0.036424713,NA,NA,NA,NA,0.741770898,-0.203555578,-1.462424179,174,298.5,2503.5,6.5,745.625
1265,preventable,lemma,4,2,0,0,2,0,0.076386735,325.8082902,2.512962131,10.05184852,-0.320323742,-0.154687532,-0.201034709,-0.855142703,367,580,767,1265,744.75
95,juvenile,lemma,1,1,0,0,4,0,0.133912195,77.95165289,1.891825328,1.891825328,-0.377623834,-0.154687532,-0.19599297,0.019040949,1180,935,767,95,744.25
942,obsolete,lemma,3,2,0,0,2,0,0.105103587,106.8193658,2.028649995,6.085949986,-0.34817248,-0.154687532,-0.201034709,-0.418748061,687,580,767,942,744
867,near-term,lemma,2,2,0,0,6,0,0.040154797,561.4375,2.749301417,5.498602834,-0.352296861,-0.154687532,-0.190951231,-1.405740083,179,1161.5,767,867.5,743.75
